cnumber,cnumber2,ptype,pname,month,year,VAN0,VAN1,VAN2,lotnum,city,county,state,country,longitude,latitude,fips,title,thumb_url,small_url,large_url
fsa1998008861/PP,LC-USF33-021083,M3,Jack Delano,8,1941,People As Such,Groups and Individuals,In the Streets,1243,Bellows Falls,Cheshire County,Vermont,United States,-72.4439772,43.1334111,NA,"On the main street of Bellows Falls, Vermont",thumb/0370/0377/8a36465_150px.jpg,small/0370/0377/8a36465r.jpg,large/0370/0377/8a36465v.jpg
fsa1998008873/PP,LC-USF33-021086,M2,Jack Delano,8,1941,People As Such,Groups and Individuals,"At Fairs, Carnivals",1251,Bellows Falls,Cheshire County,Vermont,United States,-72.4439772,43.1334111,NA,"At a small carnival just outside Bellows Falls, Vermont",thumb/0370/0377/8a36477_150px.jpg,small/0370/0377/8a36477r.jpg,large/0370/0377/8a36477v.jpg
fsa1998008875/PP,LC-USF33-021086,M4,Jack Delano,8,1941,People As Such,Children,"At Fairs, Carnivals",1251,Bellows Falls,Cheshire County,Vermont,United States,-72.4439772,43.1334111,NA,"On the merry-go-round of a small American Legion carnival just outside Bellows Falls, Vermont",thumb/0370/0377/8a36479_150px.jpg,small/0370/0377/8a36479r.jpg,large/0370/0377/8a36479v.jpg
fsa1998008881/PP,LC-USF33-021088,M1,Jack Delano,8,1941,Itellectual and Creative Activity,General,"Art, Folk Art",1251,Bellows Falls,Cheshire County,Vermont,United States,-72.4439772,43.1334111,NA,"Merry-go-round at a small American Legion carnival near Bellows Falls, Vermont",thumb/0370/0377/8a36485_150px.jpg,small/0370/0377/8a36485r.jpg,large/0370/0377/8a36485v.jpg
fsa1998008883/PP,LC-USF33-021088,M3,Jack Delano,8,1941,People As Such,Children,"At Fairs, Carnivals",1251,Bellows Falls,Cheshire County,Vermont,United States,-72.4439772,43.1334111,NA,"At a small American Legion carnival near Bellows Falls, Vermont",thumb/0370/0377/8a36487_150px.jpg,small/0370/0377/8a36487r.jpg,large/0370/0377/8a36487v.jpg
fsa1998008885/PP,LC-USF33-021089,M1,Jack Delano,8,1941,Social and Personal Activity,"Hotels, Restaurants, Clubs, Vacations","Carnival, Midway , Amusement Park",1251,Bellows Falls,Cheshire County,Vermont,United States,-72.4439772,43.1334111,NA,"At a small American Legion carnival near Bellows Falls, Vermont",thumb/0370/0377/8a36489_150px.jpg,small/0370/0377/8a36489r.jpg,large/0370/0377/8a36489v.jpg
fsa1998008889/PP,LC-USF33-021089,M5,Jack Delano,8,1941,Social and Personal Activity,"Hotels, Restaurants, Clubs, Vacations",Side Shows,1251,Bellows Falls,Cheshire County,Vermont,United States,-72.4439772,43.1334111,NA,"A poster advertising the wrestling side show at a small carnival near Bellows Falls, Vermont",thumb/0370/0377/3c30695_150px.jpg,small/0370/0377/3c30695r.jpg,large/0370/0377/3c30695v.jpg
fsa1998008893/PP,LC-USF33-021090,M4,Jack Delano,8,1941,Social and Personal Activity,"Hotels, Restaurants, Clubs, Vacations","Refreshment Stands, Soft Drink Bars",1251,Bellows Falls,Cheshire County,Vermont,United States,-72.4439772,43.1334111,NA,"At a small American Legion carnival near Bellows Falls, Vermont",thumb/0370/0377/8a36497_150px.jpg,small/0370/0377/8a36497r.jpg,large/0370/0377/8a36497v.jpg
fsa1998008897/PP,LC-USF33-021091,M3,Jack Delano,8,1941,People As Such,Groups and Individuals,"At Fairs, Carnivals",1251,Bellows Falls,Cheshire County,Vermont,United States,-72.4439772,43.1334111,NA,"At a small American Legion carnival near Bellows Falls, Vermont",thumb/0370/0377/8a36502_150px.jpg,small/0370/0377/8a36502r.jpg,large/0370/0377/8a36502v.jpg
fsa1998008900/PP,LC-USF33-021092,M1,Jack Delano,8,1941,People As Such,Groups and Individuals,"At Fairs, Carnivals",1251,Bellows Falls,Cheshire County,Vermont,United States,-72.4439772,43.1334111,NA,"Legionnaire at a carnival near Bellows Falls, Vermont",thumb/0370/0377/8a36505_150px.jpg,small/0370/0377/8a36505r.jpg,large/0370/0377/8a36505v.jpg
fsa1998008901/PP,LC-USF33-021092,M2,Jack Delano,8,1941,People As Such,Children,"At Fairs, Carnivals",1251,Bellows Falls,Cheshire County,Vermont,United States,-72.4439772,43.1334111,NA,"Eating candy floss at a small lodge carnival near Bellows Falls, Vermont",thumb/0370/0377/8a36506_150px.jpg,small/0370/0377/8a36506r.jpg,large/0370/0377/8a36506v.jpg
fsa1998008903/PP,LC-USF33-021092,M4,Jack Delano,8,1941,NA,NA,NA,1251,Bellows Falls,Cheshire County,Vermont,United States,-72.4439772,43.1334111,NA,"Getting on the ferris wheel at an American Legion carnival near Bellows Falls, Vermont",thumb/0370/0377/8a36508_150px.jpg,small/0370/0377/8a36508r.jpg,large/0370/0377/8a36508v.jpg
fsa1998008918/PP,LC-USF33-021095,M4,Jack Delano,8,1941,People As Such,Groups and Individuals,"At Meetings, Events",1245,East Albany,Orleans County,Vermont,United States,-72.3162167,44.7311604,50019,"Spectator at an auction in East Albany, Vermont",thumb/0370/0377/8a36523_150px.jpg,small/0370/0377/8a36523r.jpg,large/0370/0377/8a36523v.jpg
fsa1998008920/PP,LC-USF33-021096,M1,Jack Delano,8,1941,People As Such,Groups and Individuals,Old Men,1245,East Albany,Orleans County,Vermont,United States,-72.3162167,44.7311604,50019,"Spectator at an auction in East Albany, Vermont",thumb/0370/0377/8a36525_150px.jpg,small/0370/0377/8a36525r.jpg,large/0370/0377/8a36525v.jpg
fsa1998008924/PP,LC-USF33-021096,M5,Jack Delano,8,1941,People As Such,Groups and Individuals,Old Men,1245,East Albany,Orleans County,Vermont,United States,-72.3162167,44.7311604,50019,"Spectator at an auction in East Albany, Vermont",thumb/0370/0377/8a36529_150px.jpg,small/0370/0377/8a36529r.jpg,large/0370/0377/8a36529v.jpg
fsa1998008925/PP,LC-USF33-021097,M1,Jack Delano,8,1941,People As Such,Groups and Individuals,"Crowds, People",1245,East Albany,Orleans County,Vermont,United States,-72.3162167,44.7311604,50019,"Spectators at an auction in East Albany, Vermont.",thumb/0370/0377/8a36530_150px.jpg,small/0370/0377/8a36530r.jpg,large/0370/0377/8a36530v.jpg
fsa1998008929/PP,LC-USF33-021097,M5,Jack Delano,8,1941,People As Such,Groups and Individuals,"Crowds, People",1245,East Albany,Orleans County,Vermont,United States,-72.3162167,44.7311604,50019,"Spectators at an auction in East Albany, Vermont",thumb/0370/0377/8a36534_150px.jpg,small/0370/0377/8a36534r.jpg,large/0370/0377/8a36534v.jpg
fsa1998008933/PP,LC-USF33-021098,M4,Jack Delano,8,1941,People As Such,Groups and Individuals,Groups,1245,East Albany,Orleans County,Vermont,United States,-72.3162167,44.7311604,50019,"Spectators at an auction in East Albany, Vermont",thumb/0370/0378/8a36538_150px.jpg,small/0370/0378/8a36538r.jpg,large/0370/0378/8a36538v.jpg
fsa1998008938/PP,LC-USF33-021099,M4,Jack Delano,8,1941,Cities and Towns,Towns and Small Cities,Slums,1243,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Tenement houses in Rutland, Vermont",thumb/0370/0378/8a36543_150px.jpg,small/0370/0378/8a36543r.jpg,large/0370/0378/8a36543v.jpg
fsa1998008940/PP,LC-USF33-021100,M2,Jack Delano,8,1941,People As Such,Groups and Individuals,In the Streets,1243,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Farm children who came into town with their parents on Saturday, Rutland, Vermont",thumb/0370/0378/8a36545_150px.jpg,small/0370/0378/8a36545r.jpg,large/0370/0378/8a36545v.jpg
fsa1998008945/PP,LC-USF33-021101,M3,Jack Delano,9,1941,Social and Personal Activity,"Hotels, Restaurants, Clubs, Vacations",Side Shows,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"At the &quot;rodeo&quot; show at the fair in Rutland, Vermont",thumb/0370/0378/8a36550_150px.jpg,small/0370/0378/8a36550r.jpg,large/0370/0378/8a36550v.jpg
fsa1998008946/PP,LC-USF33-021102,M1,Jack Delano,9,1941,People As Such,Groups and Individuals,"At Fairs, Carnivals",1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Spectators at the fair in Rutland, Vermont",thumb/0370/0378/8a36551_150px.jpg,small/0370/0378/8a36551r.jpg,large/0370/0378/8a36551v.jpg
fsa1998008951/PP,LC-USF33-021103,M1,Jack Delano,9,1941,Social and Personal Activity,"Hotels, Restaurants, Clubs, Vacations",Side Shows,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"At a &quot;rodeo&quot; show at the fair in Rutland, Vermont",thumb/0370/0378/8a36556_150px.jpg,small/0370/0378/8a36556r.jpg,large/0370/0378/8a36556v.jpg
fsa1998008955/PP,LC-USF33-021103,M5,Jack Delano,9,1941,Social and Personal Activity,"Hotels, Restaurants, Clubs, Vacations",Side Shows,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"At the &quot;girlie&quot; show at the fair in Rutland, Vermont",thumb/0370/0378/8a36560_150px.jpg,small/0370/0378/8a36560r.jpg,large/0370/0378/8a36560v.jpg
fsa1998008957/PP,LC-USF33-021104,M2,Jack Delano,9,1941,Social and Personal Activity,"Hotels, Restaurants, Clubs, Vacations",Side Shows,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"At the &quot;girlie&quot; show at the fair in Rutland, Vermont",thumb/0370/0378/8a36562_150px.jpg,small/0370/0378/8a36562r.jpg,large/0370/0378/8a36562v.jpg
fsa1998008961/PP,LC-USF33-021105,M1,Jack Delano,9,1941,Social and Personal Activity,"Hotels, Restaurants, Clubs, Vacations",Side Shows,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"At the &quot;girlie&quot; show at the fair in Rutland, Vermont",thumb/0370/0378/8a36566_150px.jpg,small/0370/0378/8a36566r.jpg,large/0370/0378/8a36566v.jpg
fsa1998008962/PP,LC-USF33-021105,M2,Jack Delano,9,1941,People As Such,Groups and Individuals,"At Fairs, Carnivals",1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Spectators at the fair in Rutland, Vermont",thumb/0370/0378/8a36567_150px.jpg,small/0370/0378/8a36567r.jpg,large/0370/0378/8a36567v.jpg
fsa1998008967/PP,LC-USF33-021106,M2,Jack Delano,9,1941,Social and Personal Activity,"Hotels, Restaurants, Clubs, Vacations",Side Shows,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"At a &quot;girlie&quot; show at the fair in Rutland, Vermont",thumb/0370/0378/8a36572_150px.jpg,small/0370/0378/8a36572r.jpg,large/0370/0378/8a36572v.jpg
fsa1998008969/PP,LC-USF33-021106,M4,Jack Delano,9,1941,People As Such,Groups and Individuals,"Crowds, People",1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Spectators at the fair in Rutland, Vermont",thumb/0370/0378/8a36574_150px.jpg,small/0370/0378/8a36574r.jpg,large/0370/0378/8a36574v.jpg
fsa1998008971/PP,LC-USF33-021107,M1,Jack Delano,9,1941,People As Such,Groups and Individuals,"At Fairs, Carnivals",1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Spectators at the fair in Rutland, Vermont",thumb/0370/0378/8a36576_150px.jpg,small/0370/0378/8a36576r.jpg,large/0370/0378/8a36576v.jpg
fsa1998008977/PP,LC-USF33-021108,M2,Jack Delano,9,1941,Social and Personal Activity,"Hotels, Restaurants, Clubs, Vacations",Side Shows,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"At the &quot;girlie&quot; show at the fair in Rutland, Vermont",thumb/0370/0378/8a36582_150px.jpg,small/0370/0378/8a36582r.jpg,large/0370/0378/8a36582v.jpg
fsa1998008984/PP,LC-USF33-021109,M3,Jack Delano,9,1941,Social and Personal Activity,Recreation and Relaxation,Harness Racing,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Sulky racing at the Rutland Fair, Rutland, Vermont",thumb/0370/0378/8a36589_150px.jpg,small/0370/0378/8a36589r.jpg,large/0370/0378/8a36589v.jpg
fsa1998008988/PP,LC-USF33-021110,M2,Jack Delano,9,1941,Social and Personal Activity,Recreation and Relaxation,Harness Racing,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Office of the sulky racing committee at the Rutland Fair, Rutland, Vermont",thumb/0370/0378/8a36593_150px.jpg,small/0370/0378/8a36593r.jpg,large/0370/0378/8a36593v.jpg
fsa1998008995/PP,LC-USF33-021111,M4,Jack Delano,8,1941,Social and Personal Activity,Entertainments,Fairs,1250,Essex Junction,Chittenden County,Vermont,United States,-73.1109604,44.4906054,50007,"Spectators at the Champlain Valley Exposition, Essex Junction, Vermont",thumb/0370/0378/8a36601_150px.jpg,small/0370/0378/8a36601r.jpg,large/0370/0378/8a36601v.jpg
fsa1998008999/PP,LC-USF33-021112,M3,Jack Delano,8,1941,People As Such,Groups and Individuals,"At Fairs, Carnivals",1250,Essex Junction,Chittenden County,Vermont,United States,-73.1109604,44.4906054,50007,"Spectators at the Champlain Valley Exposition, Essex Junction, Vermont",thumb/0370/0378/8a36605_150px.jpg,small/0370/0378/8a36605r.jpg,large/0370/0378/8a36605v.jpg
fsa1998009000/PP,LC-USF33-021112,M4,Jack Delano,8,1941,War,Servicemen on Leave,Around Town,1250,Essex Junction,Chittenden County,Vermont,United States,-73.1109604,44.4906054,50007,"Soldiers from nearby Fort Ethan Allan at the Champlain Valley Exposition at Essex Junction, Vermont",thumb/0370/0378/8a36606_150px.jpg,small/0370/0378/8a36606r.jpg,large/0370/0378/8a36606v.jpg
fsa1998009001/PP,LC-USF33-021112,M5,Jack Delano,8,1941,People As Such,Groups and Individuals,"At Fairs, Carnivals",1250,Essex Junction,Chittenden County,Vermont,United States,-73.1109604,44.4906054,50007,"Spectators at the Champlain Valley Exposition, Essex Junction, Vermont",thumb/0370/0378/8a36607_150px.jpg,small/0370/0378/8a36607r.jpg,large/0370/0378/8a36607v.jpg
fsa1998009003/PP,LC-USF33-021113,M2,Jack Delano,8,1941,People As Such,Groups and Individuals,"At Fairs, Carnivals",1250,Essex Junction,Chittenden County,Vermont,United States,-73.1109604,44.4906054,50007,"Spectators at the Champlain Valley Exposition, Essex Junction, Vermont",thumb/0370/0378/8a36609_150px.jpg,small/0370/0378/8a36609r.jpg,large/0370/0378/8a36609v.jpg
fsa1998009007/PP,LC-USF33-021114,M1,Jack Delano,8,1941,Work,Processing and Manufacturing,Photography,1250,Essex Junction,Chittenden County,Vermont,United States,-73.1109604,44.4906054,50007,"Essex Junction, Vermont. Photographer at the Champlain Valley Exposition",thumb/0370/0378/8a36613_150px.jpg,small/0370/0378/8a36613r.jpg,large/0370/0378/8a36613v.jpg
fsa1998009008/PP,LC-USF33-021114,M2,Jack Delano,8,1941,Work,Processing and Manufacturing,Photography,1250,Essex Junction,Chittenden County,Vermont,United States,-73.1109604,44.4906054,50007,"Tintype photographer trying to make a sale at the Champlain Valley Exposition, Essex Junction, Vermont",thumb/0370/0378/8a36614_150px.jpg,small/0370/0378/8a36614r.jpg,large/0370/0378/8a36614v.jpg
fsa1998009010/PP,LC-USF33-021114,M4,Jack Delano,8,1941,Work,Processing and Manufacturing,Photography,1250,Essex Junction,Chittenden County,Vermont,United States,-73.1109604,44.4906054,50007,"Tintype photographer trying to make a sale at the Champlain Valley Exposition, Essex Junction, Vermont",thumb/0370/0378/8a36616_150px.jpg,small/0370/0378/8a36616r.jpg,large/0370/0378/8a36616v.jpg
fsa1998009011/PP,LC-USF33-021114,M5,Jack Delano,8,1941,Work,Processing and Manufacturing,Photography,1250,Essex Junction,Chittenden County,Vermont,United States,-73.1109604,44.4906054,50007,"Tintype photographer trying to make a sale at the Champlain Valley Exposition, Essex Junction, Vermont",thumb/0370/0378/8a36617_150px.jpg,small/0370/0378/8a36617r.jpg,large/0370/0378/8a36617v.jpg
fsa1998009013/PP,LC-USF33-021115,M2,Jack Delano,8,1941,Work,Processing and Manufacturing,Photography,1250,Essex Junction,Chittenden County,Vermont,United States,-73.1109604,44.4906054,50007,"Tintype photographer trying to make a sale at the Champlain Valley Exposition, Essex Junction, Vermont",thumb/0370/0378/8a36619_150px.jpg,small/0370/0378/8a36619r.jpg,large/0370/0378/8a36619v.jpg
fsa1998009016/PP,LC-USF33-021116,M1,Jack Delano,8,1941,People As Such,Children,Children with Animals,1250,Essex Junction,Chittenden County,Vermont,United States,-73.1109604,44.4906054,50007,"A ride on the elephant at the Champlain Valley Exposition, Essex Junction, Vermont",thumb/0370/0378/8a36622_150px.jpg,small/0370/0378/8a36622r.jpg,large/0370/0378/8a36622v.jpg
fsa1998009019/PP,LC-USF33-021117,M1,Jack Delano,9,1941,People As Such,Groups and Individuals,"At Fairs, Carnivals",1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Spectators at the sulky races at the Rutland Fair, Vermont",thumb/0370/0378/8a36625_150px.jpg,small/0370/0378/8a36625r.jpg,large/0370/0378/8a36625v.jpg
fsa1998009020/PP,LC-USF33-021117,M2,Jack Delano,9,1941,People As Such,Groups and Individuals,"Crowds, People",1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Spectators at the sulky races at the Rutland Fair, Vermont",thumb/0370/0378/8a36626_150px.jpg,small/0370/0378/8a36626r.jpg,large/0370/0378/8a36626v.jpg
fsa1998009028/PP,LC-USF33-021118,M5,Jack Delano,9,1941,Social and Personal Activity,Recreation and Relaxation,Harness Racing,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"At the finish line of the sulky races at the Rutland Fair, Vermont",thumb/0370/0378/8a36634_150px.jpg,small/0370/0378/8a36634r.jpg,large/0370/0378/8a36634v.jpg
fsa1998009030/PP,LC-USF33-021119,M2,Jack Delano,9,1941,Social and Personal Activity,Recreation and Relaxation,Harness Racing,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Spectators at the sulky races at the Rutland Fair, Vermont",thumb/0370/0378/8a36636_150px.jpg,small/0370/0378/8a36636r.jpg,large/0370/0378/8a36636v.jpg
fsa1998009031/PP,LC-USF33-021119,M3,Jack Delano,9,1941,People As Such,Groups and Individuals,"Crowds, People",1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Spectators at the sulky races at the Rutland Fair, Vermont",thumb/0370/0378/8a36637_150px.jpg,small/0370/0378/8a36637r.jpg,large/0370/0378/8a36637v.jpg
fsa1998009033/PP,LC-USF33-021119,M5,Jack Delano,9,1941,People As Such,Groups and Individuals,"Crowds, People",1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Spectators at the sulky races at the Rutland Fair, Vermont",thumb/0370/0379/8a36639_150px.jpg,small/0370/0379/8a36639r.jpg,large/0370/0379/8a36639v.jpg
fsa1998009034/PP,LC-USF33-021120,M1,Jack Delano,9,1941,People As Such,Groups and Individuals,"Crowds, People",1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Spectators at the sulky races at the Rutland Fair, Vermont",thumb/0370/0379/8a36640_150px.jpg,small/0370/0379/8a36640r.jpg,large/0370/0379/8a36640v.jpg
fsa1998009036/PP,LC-USF33-021120,M3,Jack Delano,9,1941,People As Such,Groups and Individuals,"Crowds, People",1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Spectators at the sulky races at the Rutland Fair, Vermont",thumb/0370/0379/8a36642_150px.jpg,small/0370/0379/8a36642r.jpg,large/0370/0379/8a36642v.jpg
fsa1998009041/PP,LC-USF33-021121,M3,Jack Delano,9,1941,People As Such,Groups and Individuals,"Crowds, People",1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Spectators at the sulky races at the Rutland Fair, Vermont",thumb/0370/0379/8a36647_150px.jpg,small/0370/0379/8a36647r.jpg,large/0370/0379/8a36647v.jpg
fsa1998009045/PP,LC-USF33-021122,M2,Jack Delano,9,1941,Social and Personal Activity,Recreation and Relaxation,Harness Racing,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Spectators at the sulky races at the Rutland Fair, Rutland, Vermont",thumb/0370/0379/8a36651_150px.jpg,small/0370/0379/8a36651r.jpg,large/0370/0379/8a36651v.jpg
fsa1998009046/PP,LC-USF33-021122,M3,Jack Delano,9,1941,Social and Personal Activity,Recreation and Relaxation,Harness Racing,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"At the sulky races at the Rutland Fair, Rutland, Vermont",thumb/0370/0379/8a36652_150px.jpg,small/0370/0379/8a36652r.jpg,large/0370/0379/8a36652v.jpg
fsa1998009050/PP,LC-USF33-021123,M2,Jack Delano,9,1941,Social and Personal Activity,Recreation and Relaxation,Harness Racing,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"At the sulky races at the Rutland Fair, Rutland, Vermont",thumb/0370/0379/8a36656_150px.jpg,small/0370/0379/8a36656r.jpg,large/0370/0379/8a36656v.jpg
fsa1998009052/PP,LC-USF33-021123,M4,Jack Delano,9,1941,People As Such,Groups and Individuals,"At Fairs, Carnivals",1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"At the sulky races at the Rutland Fair, Vermont",thumb/0370/0379/8a36658_150px.jpg,small/0370/0379/8a36658r.jpg,large/0370/0379/8a36658v.jpg
fsa1998009053/PP,LC-USF33-021124,M1,Jack Delano,9,1941,People As Such,Groups and Individuals,"At Fairs, Carnivals",1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"At the sulky races at the Rutland Fair, Vermont",thumb/0370/0379/8a36659_150px.jpg,small/0370/0379/8a36659r.jpg,large/0370/0379/8a36659v.jpg
fsa1998009055/PP,LC-USF33-021124,M3,Jack Delano,9,1941,Social and Personal Activity,Recreation and Relaxation,Harness Racing,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Spectators at the sulky races at the Rutland Fair, Vermont",thumb/0370/0379/8a36661_150px.jpg,small/0370/0379/8a36661r.jpg,large/0370/0379/8a36661v.jpg
fsa1998009057/PP,LC-USF33-021125,M2,Jack Delano,9,1941,Social and Personal Activity,"Hotels, Restaurants, Clubs, Vacations",Side Shows,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"A sideshow at the Rutland Fair, Rutland, Vermont",thumb/0370/0379/8a36663_150px.jpg,small/0370/0379/8a36663r.jpg,large/0370/0379/8a36663v.jpg
fsa1998009064/PP,LC-USF33-021126,M4,Jack Delano,9,1941,Social and Personal Activity,"Hotels, Restaurants, Clubs, Vacations",Side Shows,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Barker at a sideshow at the Rutland Fair, Rutland, Vermont",thumb/0370/0379/8a36670_150px.jpg,small/0370/0379/8a36670r.jpg,large/0370/0379/8a36670v.jpg
fsa1998009066/PP,LC-USF33-021127,M1,Jack Delano,9,1941,Social and Personal Activity,"Hotels, Restaurants, Clubs, Vacations",Side Shows,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"A sideshow at the Rutland Fair, Rutland, Vermont",thumb/0370/0379/3c25944_150px.jpg,small/0370/0379/3c25944r.jpg,large/0370/0379/3c25944v.jpg
fsa1998009072/PP,LC-USF33-021128,M2,Jack Delano,9,1941,Social and Personal Activity,"Hotels, Restaurants, Clubs, Vacations",Side Shows,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Decorations at a sideshow at the Rutland Fair, Vermont",thumb/0370/0379/8a36678_150px.jpg,small/0370/0379/8a36678r.jpg,large/0370/0379/8a36678v.jpg
fsa1998009073/PP,LC-USF33-021128,M3,Jack Delano,9,1941,Social and Personal Activity,"Hotels, Restaurants, Clubs, Vacations",Side Shows,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Decorations at a sideshow at the Rutland Fair, Vermont",thumb/0370/0379/3c25943_150px.jpg,small/0370/0379/3c25943r.jpg,large/0370/0379/3c25943v.jpg
fsa1998009074/PP,LC-USF33-021128,M4,Jack Delano,9,1941,Social and Personal Activity,"Hotels, Restaurants, Clubs, Vacations",Side Shows,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Decorations at a sideshow at the Rutland Fair, Vermont",thumb/0370/0379/8a36680_150px.jpg,small/0370/0379/8a36680r.jpg,large/0370/0379/8a36680v.jpg
fsa1998009075/PP,LC-USF33-021128,M5,Jack Delano,9,1941,Social and Personal Activity,"Hotels, Restaurants, Clubs, Vacations",Side Shows,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Rutland, Vermont. Posters advertising a sideshow at the Vermont State Fair",thumb/0370/0379/8a36681_150px.jpg,small/0370/0379/8a36681r.jpg,large/0370/0379/8a36681v.jpg
fsa1998009076/PP,LC-USF33-021129,M1,Jack Delano,9,1941,Social and Personal Activity,"Hotels, Restaurants, Clubs, Vacations",Side Shows,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Poster advertising sideshow at the Rutland Fair, Vermont",thumb/0370/0379/3c25946_150px.jpg,small/0370/0379/3c25946r.jpg,large/0370/0379/3c25946v.jpg
fsa1998009077/PP,LC-USF33-021129,M2,Jack Delano,9,1941,Homes and Living Conditions,Temporary Abodes,Trailers on Display,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Visitors inspecting the trailer exhibit at the Rutland Fair, Rutland, Vermont",thumb/0370/0379/8a36683_150px.jpg,small/0370/0379/8a36683r.jpg,large/0370/0379/8a36683v.jpg
fsa1998009083/PP,LC-USF33-021130,M3,Jack Delano,9,1941,Social and Personal Activity,Recreation and Relaxation,Harness Racing,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Sulky races at the Rutland Fair, Rutland, Vermont",thumb/0370/0379/8a36689_150px.jpg,small/0370/0379/8a36689r.jpg,large/0370/0379/8a36689v.jpg
fsa1998009085/PP,LC-USF33-021130,M5,Jack Delano,9,1941,Social and Personal Activity,Recreation and Relaxation,Harness Racing,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"At the sulky races, Rutland Fair, Rutland, Vermont",thumb/0370/0379/8a36691_150px.jpg,small/0370/0379/8a36691r.jpg,large/0370/0379/8a36691v.jpg
fsa1998009090/PP,LC-USF33-021132,M1,Jack Delano,9,1941,People As Such,Groups and Individuals,"At Fairs, Carnivals",1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"At the Rutland Fair, Rutland, Vermont",thumb/0370/0379/8a36696_150px.jpg,small/0370/0379/8a36696r.jpg,large/0370/0379/8a36696v.jpg
fsa1998009091/PP,LC-USF33-021132,M2,Jack Delano,9,1941,Social and Personal Activity,Recreation and Relaxation,Harness Racing,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"Sulky races at the Rutland Fair, Vermont",thumb/0370/0379/8a36697_150px.jpg,small/0370/0379/8a36697r.jpg,large/0370/0379/8a36697v.jpg
fsa1998009093/PP,LC-USF33-021133,M1,Jack Delano,9,1941,Social and Personal Activity,"Hotels, Restaurants, Clubs, Vacations",Side Shows,1249,Rutland,Rutland County,Vermont,United States,-72.9726065,43.6106237,50021,"At a sideshow at the Rutland Fair, Rutland, Vermont",thumb/0370/0379/8a36699_150px.jpg,small/0370/0379/8a36699r.jpg,large/0370/0379/8a36699v.jpg
